title,price,link,location
"Ноутбук infinix Inbook Y3 plus YL5145 (новый, чек)",37 000 ₽,https://www.avito.ru/novosibirsk/noutbuki/noutbuk_infinix_inbook_y3_plus_yl5145_novyy_chek_4447993066?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI2RldwZXYwNkVlbGdxTkRaIjt9CRy45T8AAAA,"Площадь Гарина-Михайловского, до 5 мин."
Игровой ноутбук Alpha 15 MSI Ryzen 5 5600/RX 6600M,65 000 ₽,https://www.avito.ru/novosibirsk/noutbuki/igrovoy_noutbuk_alpha_15_msi_ryzen_5_5600rx_6600m_4573919325?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI2RldwZXYwNkVlbGdxTkRaIjt9CRy45T8AAAA,"Октябрьская, 6–10 мин."
"Honor MagicBook X16 Ноутбук 16"", AMD Ryzen 7640HS",52 000 ₽,https://www.avito.ru/novosibirsk/noutbuki/honor_magicbook_x16_noutbuk_16_amd_ryzen_7640hs_4977965915?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI2RldwZXYwNkVlbGdxTkRaIjt9CRy45T8AAAA,р-н Первомайский
Ноутбук Lenovo V15 G3 - 8 Гб / SSD 256 Гб,36 200 ₽,https://www.avito.ru/novosibirsk/noutbuki/noutbuk_lenovo_v15_g3_-_8_gb_ssd_256_gb_4644481481?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI2RldwZXYwNkVlbGdxTkRaIjt9CRy45T8AAAA,
Игровой ноутбук ardor gaming n17-i5nd403,56 990 ₽,https://www.avito.ru/novosibirsk/noutbuki/igrovoy_noutbuk_ardor_gaming_n17-i5nd403_4731104469?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI2RldwZXYwNkVlbGdxTkRaIjt9CRy45T8AAAA,"Золотая Нива, 21–30 мин."
Ноутбук Asus Rog G752VT Thunderbolt,64 516 ₽,https://www.avito.ru/novosibirsk/noutbuki/noutbuk_asus_rog_g752vt_thunderbolt_4510577616?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI2RldwZXYwNkVlbGdxTkRaIjt9CRy45T8AAAA,
"Игровой пк Core i5-10400F, GeForce GTX 1650 4GB, S",30 000 ₽,https://www.avito.ru/novosibirsk/nastolnye_kompyutery/igrovoy_pk_core_i5-10400f_geforce_gtx_1650_4gb_s_4478691082?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI2RldwZXYwNkVlbGdxTkRaIjt9CRy45T8AAAA,
Ноутбук HP pavilion,45 000 ₽,https://www.avito.ru/novosibirsk/noutbuki/noutbuk_hp_pavilion_4635976999?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI2RldwZXYwNkVlbGdxTkRaIjt9CRy45T8AAAA,"Площадь Маркса, от 31 мин."
Ноутбук lenovo,37 634 ₽,https://www.avito.ru/novosibirsk/noutbuki/noutbuk_lenovo_4612280791?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI2RldwZXYwNkVlbGdxTkRaIjt9CRy45T8AAAA,
Ноутбук lenovo,40 000 ₽,https://www.avito.ru/novosibirsk/noutbuki/noutbuk_lenovo_4669485845?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI2RldwZXYwNkVlbGdxTkRaIjt9CRy45T8AAAA,р-н Советский
"Ноутбук Infinix Inbook Y3 Max YL613/16""/Core i5-12",39 000 ₽,https://www.avito.ru/novosibirsk/noutbuki/noutbuk_infinix_inbook_y3_max_yl61316core_i5-12_4537056894?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI2RldwZXYwNkVlbGdxTkRaIjt9CRy45T8AAAA,
Macbook pro 15 2015 (90 циклов),37 990 ₽,https://www.avito.ru/novosibirsk/noutbuki/macbook_pro_15_2015_90_tsiklov_4754838784?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI2RldwZXYwNkVlbGdxTkRaIjt9CRy45T8AAAA,
"MacBook Air M1, 8/256Gb",69 490 ₽,https://www.avito.ru/novosibirsk/noutbuki/macbook_air_m1_8256gb_4258264905?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI2RldwZXYwNkVlbGdxTkRaIjt9CRy45T8AAAA,
Ноутбук HP Probook 440 G8 (4K781EA),46 500 ₽,https://www.avito.ru/novosibirsk/noutbuki/noutbuk_hp_probook_440_g8_4k781ea_4543869503?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI2RldwZXYwNkVlbGdxTkRaIjt9CRy45T8AAAA,"Площадь Маркса, 21–30 мин."
Ноутбук lenovo,30 000 ₽,https://www.avito.ru/novosibirsk/noutbuki/noutbuk_lenovo_4572515136?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI2RldwZXYwNkVlbGdxTkRaIjt9CRy45T8AAAA,"Речной вокзал, до 5 мин."
Honor MagicBook X16 2024 12450H/8+512GB/DOS,37 900 ₽,https://www.avito.ru/novosibirsk/noutbuki/honor_magicbook_x16_2024_12450h8512gbdos_2679399472?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI2RldwZXYwNkVlbGdxTkRaIjt9CRy45T8AAAA,
Ноутбук игровой asus TUF Gaming FX506II(уса),44 000 ₽,https://www.avito.ru/novosibirsk/noutbuki/noutbuk_igrovoy_asus_tuf_gaming_fx506iiusa_4635243707?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI2RldwZXYwNkVlbGdxTkRaIjt9CRy45T8AAAA,
"15.6"" Ноутбук Xiaomi Mi Notebook Pro 15.6"" Enhance",50 000 ₽,https://www.avito.ru/novosibirsk/noutbuki/15.6_noutbuk_xiaomi_mi_notebook_pro_15.6_enhance_4511058090?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI2RldwZXYwNkVlbGdxTkRaIjt9CRy45T8AAAA,
Thunderobot 911,60 000 ₽,https://www.avito.ru/novosibirsk/bytovaya_tehnika/thunderobot_911_4787311504?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI2RldwZXYwNkVlbGdxTkRaIjt9CRy45T8AAAA,
Msi modern 14,30 000 ₽,https://www.avito.ru/novosibirsk/noutbuki/msi_modern_14_4543675067?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI2RldwZXYwNkVlbGdxTkRaIjt9CRy45T8AAAA,"Октябрьская, от 31 мин."
Продам ноутбук asus Vivobook (X1605ZA-MB454),40 000 ₽,https://www.avito.ru/novosibirsk/noutbuki/prodam_noutbuk_asus_vivobook_x1605za-mb454_4568684283?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI2RldwZXYwNkVlbGdxTkRaIjt9CRy45T8AAAA,
Ноутбук Intel Core i7 16gb,41 000 ₽,https://www.avito.ru/novosibirsk/noutbuki/noutbuk_intel_core_i7_16gb_4613818230?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI2RldwZXYwNkVlbGdxTkRaIjt9CRy45T8AAAA,
Новый Ноутбук hiper slim,36 000 ₽,https://www.avito.ru/novosibirsk/noutbuki/novyy_noutbuk_hiper_slim_4769863550?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI2RldwZXYwNkVlbGdxTkRaIjt9CRy45T8AAAA,
Ноутбук hp elitebook,43 500 ₽,https://www.avito.ru/novosibirsk/noutbuki/noutbuk_hp_elitebook_4414706452?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI2RldwZXYwNkVlbGdxTkRaIjt9CRy45T8AAAA,
"Новый Ультрабук, Core i5, 16gb озу, SSD 512,IPS",32 500 ₽,https://www.avito.ru/novosibirsk/noutbuki/novyy_ultrabuk_core_i5_16gb_ozu_ssd_512ips_4097320493?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI2RldwZXYwNkVlbGdxTkRaIjt9CRy45T8AAAA,
Ноутбук asus Vivobook 17X i9-13900H/DDR4/Iris XE,70 000 ₽,https://www.avito.ru/novosibirsk/noutbuki/noutbuk_asus_vivobook_17x_i9-13900hddr4iris_xe_4476317999?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI2RldwZXYwNkVlbGdxTkRaIjt9CRy45T8AAAA,"Площадь Маркса, до 5 мин."
"15.6"" игровой i5 13420h / DDR5 16 / RTX 2050",55 900 ₽,https://www.avito.ru/novosibirsk/noutbuki/15.6_igrovoy_i5_13420h_ddr5_16_rtx_2050_4826115405?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI2RldwZXYwNkVlbGdxTkRaIjt9CRy45T8AAAA,
"Продам ноутбук (планшет) с сенсорным экраном 12,3""",30 000 ₽,https://www.avito.ru/novosibirsk/noutbuki/prodam_noutbuk_planshet_s_sensornym_ekranom_123_3657789174?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI2RldwZXYwNkVlbGdxTkRaIjt9CRy45T8AAAA,
Ноутбук Lenovo IdeaPad Slim 5 8645hs oled 16/1024,61 990 ₽,https://www.avito.ru/novosibirsk/noutbuki/noutbuk_lenovo_ideapad_slim_5_8645hs_oled_161024_4504981907?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI2RldwZXYwNkVlbGdxTkRaIjt9CRy45T8AAAA,
Ноутбук huawei 14 MateBook 16 GB-512GB серый,65 000 ₽,https://www.avito.ru/novosibirsk/noutbuki/noutbuk_huawei_14_matebook_16_gb-512gb_seryy_4530716386?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI2RldwZXYwNkVlbGdxTkRaIjt9CRy45T8AAAA,
Ноутбук katana 17 b12vek-268xru(уса),61 200 ₽,https://www.avito.ru/novosibirsk/noutbuki/noutbuk_katana_17_b12vek-268xruusa_4538754768?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI2RldwZXYwNkVlbGdxTkRaIjt9CRy45T8AAAA,
Colorful evol X15 XS новый,59 000 ₽,https://www.avito.ru/novosibirsk/noutbuki/colorful_evol_x15_xs_novyy_4536509263?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI2RldwZXYwNkVlbGdxTkRaIjt9CRy45T8AAAA,
"New Amazon Kindle Scribe 64GB 10.2"" gen 2025 Jade",62 999 ₽,https://www.avito.ru/novosibirsk/planshety_i_elektronnye_knigi/new_amazon_kindle_scribe_64gb_10.2_gen_2025_jade_4599483847?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI2RldwZXYwNkVlbGdxTkRaIjt9CRy45T8AAAA,
"Ноутбук asus X513EA (15.6"", Core i7, 16 Gb RAM, 51",52 000 ₽,https://www.avito.ru/novosibirsk/noutbuki/noutbuk_asus_x513ea_15.6_core_i7_16_gb_ram_51_4564096103?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI2RldwZXYwNkVlbGdxTkRaIjt9CRy45T8AAAA,
Ноутбук honor,45 000 ₽,https://www.avito.ru/novosibirsk/noutbuki/noutbuk_honor_4313237506?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI2RldwZXYwNkVlbGdxTkRaIjt9CRy45T8AAAA,
"Монитор asus ProArt PA279CV 27""",43 000 ₽,https://www.avito.ru/novosibirsk/tovary_dlya_kompyutera/monitor_asus_proart_pa279cv_27_4017122330?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI2RldwZXYwNkVlbGdxTkRaIjt9CRy45T8AAAA,
Моноблок Lizard 16/256г для работы и учебы,31 990 ₽,https://www.avito.ru/novosibirsk/nastolnye_kompyutery/monoblok_lizard_16256g_dlya_raboty_i_ucheby_4677093973?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzb1VmMmxlUUNJeWNsR0pkIjt9BUeEpz8AAAA,
Lenovo ideapad gaming 3,40 000 ₽,https://www.avito.ru/novosibirsk/noutbuki/lenovo_ideapad_gaming_3_4609157826?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzb1VmMmxlUUNJeWNsR0pkIjt9BUeEpz8AAAA,
Huawei matebook D15,40 000 ₽,https://www.avito.ru/novosibirsk/noutbuki/huawei_matebook_d15_4437011035?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzb1VmMmxlUUNJeWNsR0pkIjt9BUeEpz8AAAA,"Речной вокзал, 6–10 мин."
Ноутбук asus ZenBook S UX391FA-AH001R,38 000 ₽,https://www.avito.ru/novosibirsk/noutbuki/noutbuk_asus_zenbook_s_ux391fa-ah001r_4327527014?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzb1VmMmxlUUNJeWNsR0pkIjt9BUeEpz8AAAA,
Защищенный Ноутбук Dell 5414 для Авто и Военный,34 999 ₽,https://www.avito.ru/novosibirsk/noutbuki/zaschischennyy_noutbuk_dell_5414_dlya_avto_i_voennyy_3694213655?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzb1VmMmxlUUNJeWNsR0pkIjt9BUeEpz8AAAA,
Ноутбук acer aspire 3 a315,39 000 ₽,https://www.avito.ru/novosibirsk/noutbuki/noutbuk_acer_aspire_3_a315_2365861537?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzb1VmMmxlUUNJeWNsR0pkIjt9BUeEpz8AAAA,
Игровой ноутбук MSI: i7/RTX2060/16GB/128GB+1TB,48 500 ₽,https://www.avito.ru/novosibirsk/noutbuki/igrovoy_noutbuk_msi_i7rtx206016gb128gb1tb_4566989875?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzb1VmMmxlUUNJeWNsR0pkIjt9BUeEpz8AAAA,
Мощный игровой компьютер i5 10600\1070ti\32gb,43 900 ₽,https://www.avito.ru/novosibirsk/nastolnye_kompyutery/moschnyy_igrovoy_kompyuter_i5_106001070ti32gb_4436727846?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzb1VmMmxlUUNJeWNsR0pkIjt9BUeEpz8AAAA,
Honor Magicbook X16 2024 i5-12450h 16/512 BRN-F56,49 000 ₽,https://www.avito.ru/novosibirsk/noutbuki/honor_magicbook_x16_2024_i5-12450h_16512_brn-f56_4287284847?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzb1VmMmxlUUNJeWNsR0pkIjt9BUeEpz8AAAA,
Ноутбук asus VivoBook Pro 17,36 000 ₽,https://www.avito.ru/novosibirsk/noutbuki/noutbuk_asus_vivobook_pro_17_3747292677?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzb1VmMmxlUUNJeWNsR0pkIjt9BUeEpz8AAAA,
Ноутбук MSI Modern15 B12M,31 000 ₽,https://www.avito.ru/novosibirsk/noutbuki/noutbuk_msi_modern15_b12m_4882233037?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzb1VmMmxlUUNJeWNsR0pkIjt9BUeEpz8AAAA,"Площадь Ленина, до 5 мин."
Ноутбук Apple MacBook Air 13 M1/8/256GB Silver,69 892 ₽,https://www.avito.ru/novosibirsk/noutbuki/noutbuk_apple_macbook_air_13_m18256gb_silver_4699371826?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzb1VmMmxlUUNJeWNsR0pkIjt9BUeEpz8AAAA,
Ноутбук новый в коробке,32 000 ₽,https://www.avito.ru/novosibirsk/noutbuki/noutbuk_novyy_v_korobke_2514810819?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzb1VmMmxlUUNJeWNsR0pkIjt9BUeEpz8AAAA,"Заельцовская, до 5 мин."
Ультрабук msi modern 14,37 900 ₽,https://www.avito.ru/novosibirsk/noutbuki/ultrabuk_msi_modern_14_4740366311?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzb1VmMmxlUUNJeWNsR0pkIjt9BUeEpz8AAAA,
Шикарный ультрабук MSI modern,37 999 ₽,https://www.avito.ru/novosibirsk/noutbuki/shikarnyy_ultrabuk_msi_modern_4971990958?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzb1VmMmxlUUNJeWNsR0pkIjt9BUeEpz8AAAA,
Ноутбук msi i5,33 000 ₽,https://www.avito.ru/novosibirsk/noutbuki/noutbuk_msi_i5_4824161555?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzb1VmMmxlUUNJeWNsR0pkIjt9BUeEpz8AAAA,"Площадь Ленина, до 5 мин."
Ноутбук tecno megabook T1,43 000 ₽,https://www.avito.ru/novosibirsk/noutbuki/noutbuk_tecno_megabook_t1_4875617023?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzb1VmMmxlUUNJeWNsR0pkIjt9BUeEpz8AAAA,
Ноутбук asus x515,45 000 ₽,https://www.avito.ru/novosibirsk/noutbuki/noutbuk_asus_x515_3893115458?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzb1VmMmxlUUNJeWNsR0pkIjt9BUeEpz8AAAA,"Берёзовая роща, 11–15 мин."
Ноутбук Honor magicbook 14,34 000 ₽,https://www.avito.ru/novosibirsk/noutbuki/noutbuk_honor_magicbook_14_4604069026?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzb1VmMmxlUUNJeWNsR0pkIjt9BUeEpz8AAAA,р-н Октябрьский
Ноутбук machcreator One i5,40 000 ₽,https://www.avito.ru/novosibirsk/noutbuki/noutbuk_machcreator_one_i5_4302757690?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzb1VmMmxlUUNJeWNsR0pkIjt9BUeEpz8AAAA,"Площадь Ленина, 11–15 мин."
Honor Magicbook 15 R5-5500U 16RAM 512SSD Гарантия,40 000 ₽,https://www.avito.ru/novosibirsk/noutbuki/honor_magicbook_15_r5-5500u_16ram_512ssd_garantiya_3519247082?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzb1VmMmxlUUNJeWNsR0pkIjt9BUeEpz8AAAA,
Ноутбук HP Ryzen 5 4500u/8/256gb,32 990 ₽,https://www.avito.ru/novosibirsk/noutbuki/noutbuk_hp_ryzen_5_4500u8256gb_4761992910?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzb1VmMmxlUUNJeWNsR0pkIjt9BUeEpz8AAAA,
Ноутбук Lenovo V15 G3 - 8 Гб SSD 256 Гб,45 200 ₽,https://www.avito.ru/novosibirsk/noutbuki/noutbuk_lenovo_v15_g3_-_8_gb_ssd_256_gb_4644631972?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzb1VmMmxlUUNJeWNsR0pkIjt9BUeEpz8AAAA,
Lenovo Thinkpad p52,51 999 ₽,https://www.avito.ru/novosibirsk/noutbuki/lenovo_thinkpad_p52_4703964120?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzb1VmMmxlUUNJeWNsR0pkIjt9BUeEpz8AAAA,
"Asus TUF 15.6"" 120Hz R5-3550H / GTX 1050 3GB",40 840 ₽,https://www.avito.ru/novosibirsk/noutbuki/asus_tuf_15.6_120hz_r5-3550h_gtx_1050_3gb_2579018495?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzb1VmMmxlUUNJeWNsR0pkIjt9BUeEpz8AAAA,
Lenovo Gaming 17.3 i5-9300H/GTX 1650/16gb,38 490 ₽,https://www.avito.ru/novosibirsk/noutbuki/lenovo_gaming_17.3_i5-9300hgtx_165016gb_4858277183?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzb1VmMmxlUUNJeWNsR0pkIjt9BUeEpz8AAAA,
Игровой пк на видеокарте GF GTX 1060 / i3,33 000 ₽,https://www.avito.ru/novosibirsk/nastolnye_kompyutery/igrovoy_pk_na_videokarte_gf_gtx_1060_i3_4677173080?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzb1VmMmxlUUNJeWNsR0pkIjt9BUeEpz8AAAA,"Площадь Ленина, до 5 мин."
Ноутбук Acer Swift Go SFG14-41-R2U2 Silver,55 000 ₽,https://www.avito.ru/novosibirsk/noutbuki/noutbuk_acer_swift_go_sfg14-41-r2u2_silver_4644841231?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzb1VmMmxlUUNJeWNsR0pkIjt9BUeEpz8AAAA,"Речной вокзал, 21–30 мин."
Мощный игровой компьютер i5 10400F\2060super\16gb,45 000 ₽,https://www.avito.ru/novosibirsk/nastolnye_kompyutery/moschnyy_igrovoy_kompyuter_i5_10400f2060super16gb_4437292554?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzb1VmMmxlUUNJeWNsR0pkIjt9BUeEpz8AAAA,
