title,price,link,location
Dell Latitude 7404 Rugged Extreme (i5/8b/256Ssd),34 000 ₽,https://www.avito.ru/novosibirsk/noutbuki/dell_latitude_7404_rugged_extreme_i58b256ssd_3942431396?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzb1VmMmxlUUNJeWNsR0pkIjt9BUeEpz8AAAA,
Портативная зарядная станция 160 000 мАч,31 838 ₽,https://www.avito.ru/novosibirsk/planshety_i_elektronnye_knigi/portativnaya_zaryadnaya_stantsiya_160_000_mach_4504952294?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzb1VmMmxlUUNJeWNsR0pkIjt9BUeEpz8AAAA,
Ноутбук Honor magicbook x15,45 000 ₽,https://www.avito.ru/novosibirsk/noutbuki/noutbuk_honor_magicbook_x15_4085266626?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzb1VmMmxlUUNJeWNsR0pkIjt9BUeEpz8AAAA,"Площадь Маркса, до 5 мин."
"Игровой пк MSI Ryzen 5 2600, RX 580 gaming X 4G",40 000 ₽,https://www.avito.ru/novosibirsk/nastolnye_kompyutery/igrovoy_pk_msi_ryzen_5_2600_rx_580_gaming_x_4g_3372260521?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzb1VmMmxlUUNJeWNsR0pkIjt9BUeEpz8AAAA,
"New Amazon Kindle Scribe 64GB 10.2"" gen 2025 года",62 999 ₽,https://www.avito.ru/novosibirsk/planshety_i_elektronnye_knigi/new_amazon_kindle_scribe_64gb_10.2_gen_2025_goda_4535582804?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzb1VmMmxlUUNJeWNsR0pkIjt9BUeEpz8AAAA,
"16"" Ноутбук huawei MateBook D 16 2024 mclg-X серый",60 000 ₽,https://www.avito.ru/novosibirsk/noutbuki/16_noutbuk_huawei_matebook_d_16_2024_mclg-x_seryy_4611987629?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzb1VmMmxlUUNJeWNsR0pkIjt9BUeEpz8AAAA,"Площадь Гарина-Михайловского, до 5 мин."
"Asus Vivobook 15X oled Intel Core i5-1335U,16/512",54 000 ₽,https://www.avito.ru/novosibirsk/noutbuki/asus_vivobook_15x_oled_intel_core_i5-1335u16512_4561442804?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzb1VmMmxlUUNJeWNsR0pkIjt9BUeEpz8AAAA,
Планшет Samsung Galaxy tab S7 fe + клавиатура + мы,35 900 ₽,https://www.avito.ru/novosibirsk/planshety_i_elektronnye_knigi/planshet_samsung_galaxy_tab_s7_fe_klaviatura_my_4517247583?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzb1VmMmxlUUNJeWNsR0pkIjt9BUeEpz8AAAA,
Ноутбук huawei MateBook D 14 2021 NbD-WDH9 8/512GB,44 000 ₽,https://www.avito.ru/novosibirsk/noutbuki/noutbuk_huawei_matebook_d_14_2021_nbd-wdh9_8512gb_3773132732?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzb1VmMmxlUUNJeWNsR0pkIjt9BUeEpz8AAAA,"Золотая Нива, 11–15 мин."
Игровой ноутбук Msi katana gf76 12uc-420xru,60 000 ₽,https://www.avito.ru/novosibirsk/noutbuki/igrovoy_noutbuk_msi_katana_gf76_12uc-420xru_4603151618?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzb1VmMmxlUUNJeWNsR0pkIjt9BUeEpz8AAAA,р-н Первомайский
Игровой пк Core i7 16GB GTX 1660 Super SSD 512GB,30 390 ₽,https://www.avito.ru/novosibirsk/nastolnye_kompyutery/igrovoy_pk_core_i7_16gb_gtx_1660_super_ssd_512gb_3122824756?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzb1VmMmxlUUNJeWNsR0pkIjt9BUeEpz8AAAA,
Караоке машина / система,70 000 ₽,https://www.avito.ru/novosibirsk/audio_i_video/karaoke_mashina_sistema_2629425230?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzb1VmMmxlUUNJeWNsR0pkIjt9BUeEpz8AAAA,
"15.6"" Ноутбук Huawei, core i5 8gb, 512gb, Гарантия",44 990 ₽,https://www.avito.ru/novosibirsk/noutbuki/15.6_noutbuk_huawei_core_i5_8gb_512gb_garantiya_3617256398?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzb1VmMmxlUUNJeWNsR0pkIjt9BUeEpz8AAAA,
"Lenovo IdeaPad Slim 5 14"" Oled/R5 8645HS/16+512Gb",62 900 ₽,https://www.avito.ru/novosibirsk/noutbuki/lenovo_ideapad_slim_5_14_oledr5_8645hs16512gb_2615635410?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzb1VmMmxlUUNJeWNsR0pkIjt9BUeEpz8AAAA,
"Игровые ноутбуки Core i5, Core i7, Ryzen, RTX, GTX",34 900 ₽,https://www.avito.ru/novosibirsk/noutbuki/igrovye_noutbuki_core_i5_core_i7_ryzen_rtx_gtx_3495797976?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzb1VmMmxlUUNJeWNsR0pkIjt9BUeEpz8AAAA,"Студенческая, 11–15 мин."
Игровой Пк Белый Core i7 RTX 3060 32GB SSD 1TB,47 490 ₽,https://www.avito.ru/novosibirsk/nastolnye_kompyutery/igrovoy_pk_belyy_core_i7_rtx_3060_32gb_ssd_1tb_3538973395?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzb1VmMmxlUUNJeWNsR0pkIjt9BUeEpz8AAAA,
Менеджер (Удаленно) в студию растяжки,40 000 — 50 000 ₽ на руки,https://www.avito.ru/novosibirsk/vakansii/menedzher_udalenno_v_studiyu_rastyazhki_4940106878?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzb1VmMmxlUUNJeWNsR0pkIjt9BUeEpz8AAAA,"Площадь Ленина, до 5 мин."
Lenovo ThinkPad t440p ultra,43 000 ₽,https://www.avito.ru/novosibirsk/noutbuki/lenovo_thinkpad_t440p_ultra_3918160334?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzb1VmMmxlUUNJeWNsR0pkIjt9BUeEpz8AAAA,"Заельцовская, 6–10 мин."
"Asus VivoBook D515-EJ820 новый, в пленках",37 525 ₽,https://www.avito.ru/novosibirsk/noutbuki/asus_vivobook_d515-ej820_novyy_v_plenkah_2718546597?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzb1VmMmxlUUNJeWNsR0pkIjt9BUeEpz8AAAA,"Площадь Ленина, до 5 мин."
Ноутбук Acer i3/8gb/SSD256Gb/15.6 новый,33 000 ₽,https://www.avito.ru/novosibirsk/noutbuki/noutbuk_acer_i38gbssd256gb15.6_novyy_2911490663?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzb1VmMmxlUUNJeWNsR0pkIjt9BUeEpz8AAAA,"Заельцовская, до 5 мин."
"MSI modern 14"" FHD core I5 1235U",37 999 ₽,https://www.avito.ru/novosibirsk/noutbuki/msi_modern_14_fhd_core_i5_1235u_4424189853?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzb1VmMmxlUUNJeWNsR0pkIjt9BUeEpz8AAAA,
Ломбардист,45 000 — 60 000 ₽,https://www.avito.ru/novosibirsk/vakansii/lombardist_3381401055?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJWZDJPeWZIRU16c0Z6b3J0Ijt9_fmhcD8AAAA,р-н Калининский
"Умный телевизор Sber 65""",37 050 ₽,https://www.avito.ru/novosibirsk/audio_i_video/umnyy_televizor_sber_65_4003689605?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJWZDJPeWZIRU16c0Z6b3J0Ijt9_fmhcD8AAAA,
Ноутбук honor MagicBook 14 13500H/DDR5/Iris XE,68 000 ₽,https://www.avito.ru/novosibirsk/noutbuki/noutbuk_honor_magicbook_14_13500hddr5iris_xe_4283638253?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJWZDJPeWZIRU16c0Z6b3J0Ijt9_fmhcD8AAAA,"Площадь Маркса, до 5 мин."
Ноутбук игровой MSI GF63 Thin 12UCX-1037XRU 15.6,63 000 ₽,https://www.avito.ru/novosibirsk/noutbuki/noutbuk_igrovoy_msi_gf63_thin_12ucx-1037xru_15.6_4752003420?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJWZDJPeWZIRU16c0Z6b3J0Ijt9_fmhcD8AAAA,"Площадь Ленина, до 5 мин."
Ноутбук трансформер HP 14-1007ur Core i5 1135G7,45 000 ₽,https://www.avito.ru/novosibirsk/noutbuki/noutbuk_transformer_hp_14-1007ur_core_i5_1135g7_4151373964?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJWZDJPeWZIRU16c0Z6b3J0Ijt9_fmhcD8AAAA,"Площадь Маркса, от 31 мин."
Инверторный генератор A-iPower A3500LIS,50 630 ₽,https://www.avito.ru/novosibirsk/remont_i_stroitelstvo/invertornyy_generator_a-ipower_a3500lis_4604366947?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJWZDJPeWZIRU16c0Z6b3J0Ijt9_fmhcD8AAAA,
"Спутниковый интернет ямал 401, 402, 601.Полный",48 000 ₽,https://www.avito.ru/novosibirsk/tovary_dlya_kompyutera/sputnikovyy_internet_yamal_401_402_601.polnyy_3954352055?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJWZDJPeWZIRU16c0Z6b3J0Ijt9_fmhcD8AAAA,
Слуховой аппарат phonak Q 30-sp цифровой швейцария,30 000 ₽,https://www.avito.ru/novosibirsk/krasota_i_zdorove/sluhovoy_apparat_phonak_q_30-sp_tsifrovoy_shveytsariya_3377669688?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJWZDJPeWZIRU16c0Z6b3J0Ijt9_fmhcD8AAAA,"Гагаринская, 6–10 мин."
Mersedes Star c4 doip Full Chip сканер (без ноута,50 000 ₽,https://www.avito.ru/novosibirsk/zapchasti_i_aksessuary/mersedes_star_c4_doip_full_chip_skaner_bez_nouta_3341694875?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJWZDJPeWZIRU16c0Z6b3J0Ijt9_fmhcD8AAAA,
Hts vive cosmos,37 000 ₽,https://www.avito.ru/novosibirsk/tovary_dlya_kompyutera/hts_vive_cosmos_4913751344?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJWZDJPeWZIRU16c0Z6b3J0Ijt9_fmhcD8AAAA,
Сумка для ноутбука Piquadro Blue Square черная CA4,35 000 ₽,https://www.avito.ru/novosibirsk/odezhda_obuv_aksessuary/sumka_dlya_noutbuka_piquadro_blue_square_chernaya_ca4_4288003895?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJWZDJPeWZIRU16c0Z6b3J0Ijt9_fmhcD8AAAA,
Игровой Ультрабук Lenovo I3 1005G1 MX330 2GB DDR5,32 999 ₽,https://www.avito.ru/novosibirsk/noutbuki/igrovoy_ultrabuk_lenovo_i3_1005g1_mx330_2gb_ddr5_4405538716?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJWZDJPeWZIRU16c0Z6b3J0Ijt9_fmhcD8AAAA,
"Apple MacBook Air M1 8 256GB Gold, новый Mac",64 990 ₽,https://www.avito.ru/novosibirsk/noutbuki/apple_macbook_air_m1_8_256gb_gold_novyy_mac_4640463641?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJWZDJPeWZIRU16c0Z6b3J0Ijt9_fmhcD8AAAA,"Золотая Нива, 6–10 мин."
VCI3 scania,30 000 ₽,https://www.avito.ru/novosibirsk/zapchasti_i_aksessuary/vci3_scania_2592457755?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJWZDJPeWZIRU16c0Z6b3J0Ijt9_fmhcD8AAAA,"Площадь Маркса, от 31 мин."
"Игровой ноутбук MSI 15.6"" SSD GeForce RTX 2060 6GB",64 115 ₽,https://www.avito.ru/novosibirsk/noutbuki/igrovoy_noutbuk_msi_15.6_ssd_geforce_rtx_2060_6gb_3635270363?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJWZDJPeWZIRU16c0Z6b3J0Ijt9_fmhcD8AAAA,
"Acer spin 3 A3SP14-31PT-38YA Ноутбук 14"", RAM 8гб",63 000 ₽,https://www.avito.ru/novosibirsk/noutbuki/acer_spin_3_a3sp14-31pt-38ya_noutbuk_14_ram_8gb_4360387900?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJWZDJPeWZIRU16c0Z6b3J0Ijt9_fmhcD8AAAA,
Новый Игровой пк i5 10400F + RTX 3060,63 000 ₽,https://www.avito.ru/novosibirsk/nastolnye_kompyutery/novyy_igrovoy_pk_i5_10400f_rtx_3060_4165415719?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJWZDJPeWZIRU16c0Z6b3J0Ijt9_fmhcD8AAAA,"Сибирская, до 5 мин."
Lenovo thinkpad E15 gen 4,70 000 ₽,https://www.avito.ru/novosibirsk/noutbuki/lenovo_thinkpad_e15_gen_4_3827604448?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJWZDJPeWZIRU16c0Z6b3J0Ijt9_fmhcD8AAAA,
Aorus Gaming Box RTX 3080,62 000 ₽,https://www.avito.ru/novosibirsk/tovary_dlya_kompyutera/aorus_gaming_box_rtx_3080_4599136776?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJWZDJPeWZIRU16c0Z6b3J0Ijt9_fmhcD8AAAA,"Берёзовая роща, 6–10 мин."
Игровой пк Intel Core i7 RTX 3050 32GB SSD 1TB,37 990 ₽,https://www.avito.ru/novosibirsk/nastolnye_kompyutery/igrovoy_pk_intel_core_i7_rtx_3050_32gb_ssd_1tb_3474859465?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJWZDJPeWZIRU16c0Z6b3J0Ijt9_fmhcD8AAAA,
Игровой пк Core i7 /32GB/ Видеокарта RTX / 1TB SSD,47 490 ₽,https://www.avito.ru/novosibirsk/nastolnye_kompyutery/igrovoy_pk_core_i7_32gb_videokarta_rtx_1tb_ssd_2643325408?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJWZDJPeWZIRU16c0Z6b3J0Ijt9_fmhcD8AAAA,
Ультрабук Honor MagicBook 16 Ryzen 5 5600H,56 000 ₽,https://www.avito.ru/novosibirsk/noutbuki/ultrabuk_honor_magicbook_16_ryzen_5_5600h_3697988835?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJWZDJPeWZIRU16c0Z6b3J0Ijt9_fmhcD8AAAA,
Моноблок acer aspire c24 1300,57 000 ₽,https://www.avito.ru/novosibirsk/nastolnye_kompyutery/monoblok_acer_aspire_c24_1300_4755361243?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJWZDJPeWZIRU16c0Z6b3J0Ijt9_fmhcD8AAAA,р-н Советский
Защищенный Ноутбук Dell 5424,69 000 ₽,https://www.avito.ru/novosibirsk/noutbuki/zaschischennyy_noutbuk_dell_5424_3661653455?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJWZDJPeWZIRU16c0Z6b3J0Ijt9_fmhcD8AAAA,
Сумка для ноутбука Piquadro Harper коричневая CA40,39 900 ₽,https://www.avito.ru/novosibirsk/odezhda_obuv_aksessuary/sumka_dlya_noutbuka_piquadro_harper_korichnevaya_ca40_4288391099?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJWZDJPeWZIRU16c0Z6b3J0Ijt9_fmhcD8AAAA,
"Ноутбук Lenovo 14"" Ryzen 5 3500/8Gb/SSD512 (новый)",44 990 ₽,https://www.avito.ru/novosibirsk/noutbuki/noutbuk_lenovo_14_ryzen_5_35008gbssd512_novyy_2682241758?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJWZDJPeWZIRU16c0Z6b3J0Ijt9_fmhcD8AAAA,"Площадь Гарина-Михайловского, 6–10 мин."
Новый Игровой пк i5 10400F + RTX 3060,57 990 ₽,https://www.avito.ru/novosibirsk/nastolnye_kompyutery/novyy_igrovoy_pk_i5_10400f_rtx_3060_4516810692?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJWZDJPeWZIRU16c0Z6b3J0Ijt9_fmhcD8AAAA,"Сибирская, до 5 мин."
Игровой Ryzen 3500 / DDR 16gb / RX 570 / SSD 500,33 900 ₽,https://www.avito.ru/novosibirsk/nastolnye_kompyutery/igrovoy_ryzen_3500_ddr_16gb_rx_570_ssd_500_3929633062?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJWZDJPeWZIRU16c0Z6b3J0Ijt9_fmhcD8AAAA,
"Ноутбук Hiper Office Hlp 15.6"" i5 16/512GB, серебр",44 999 ₽,https://www.avito.ru/novosibirsk/noutbuki/noutbuk_hiper_office_hlp_15.6_i5_16512gb_serebr_3968089449?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJWZDJPeWZIRU16c0Z6b3J0Ijt9_fmhcD8AAAA,
Специалист по работе с клиентами (удаленно),от 70 000 ₽,https://www.avito.ru/novosibirsk/vakansii/spetsialist_po_rabote_s_klientami_udalenno_4774122077?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJWZDJPeWZIRU16c0Z6b3J0Ijt9_fmhcD8AAAA,"Заельцовская, 16–20 мин."
CNH DPA5 диагностический сканер для спецтехники,45 000 ₽,https://www.avito.ru/novosibirsk/zapchasti_i_aksessuary/cnh_dpa5_diagnosticheskiy_skaner_dlya_spetstehniki_4495934560?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJWZDJPeWZIRU16c0Z6b3J0Ijt9_fmhcD8AAAA,
Спортивное табло 133*53 см,40 000 ₽,https://www.avito.ru/novosibirsk/sport_i_otdyh/sportivnoe_tablo_13353_sm_4523133237?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJWZDJPeWZIRU16c0Z6b3J0Ijt9_fmhcD8AAAA,
Термостол с блоком управления термопро,53 000 ₽,https://www.avito.ru/novosibirsk/remont_i_stroitelstvo/termostol_s_blokom_upravleniya_termopro_4578797740?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJWZDJPeWZIRU16c0Z6b3J0Ijt9_fmhcD8AAAA,
Игровой Пк Intel Core i7 32GB RTX 3060,42 740 ₽,https://www.avito.ru/novosibirsk/nastolnye_kompyutery/igrovoy_pk_intel_core_i7_32gb_rtx_3060_3539034812?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJWZDJPeWZIRU16c0Z6b3J0Ijt9_fmhcD8AAAA,
Asus VivoBook S15 S533E,60 000 ₽,https://www.avito.ru/novosibirsk/noutbuki/asus_vivobook_s15_s533e_4628128843?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJWZDJPeWZIRU16c0Z6b3J0Ijt9_fmhcD8AAAA,"Заельцовская, до 5 мин."
Консультант в Т-Банк,от 41 000 ₽,https://www.avito.ru/novosibirsk/vakansii/konsultant_v_t-bank_4233695394?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJWZDJPeWZIRU16c0Z6b3J0Ijt9_fmhcD8AAAA,"Площадь Ленина, до 5 мин."
"MacBook Air 13 2019 8 256GB, в идеальном состоянии",41 990 ₽,https://www.avito.ru/novosibirsk/noutbuki/macbook_air_13_2019_8_256gb_v_idealnom_sostoyanii_4672004338?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJWZDJPeWZIRU16c0Z6b3J0Ijt9_fmhcD8AAAA,"Золотая Нива, 6–10 мин."
Acer Nitro 5 15.6 Ryzen 5 3550H / GTX 1650,47 490 ₽,https://www.avito.ru/novosibirsk/noutbuki/acer_nitro_5_15.6_ryzen_5_3550h_gtx_1650_2579662234?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJWZDJPeWZIRU16c0Z6b3J0Ijt9_fmhcD8AAAA,
"Ноутбук Asus Vivobook 15X 15.6"" oled i5 16/512GB",69 999 ₽,https://www.avito.ru/novosibirsk/noutbuki/noutbuk_asus_vivobook_15x_15.6_oled_i5_16512gb_4608012039?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJWZDJPeWZIRU16c0Z6b3J0Ijt9_fmhcD8AAAA,"Красный проспект, до 5 мин."
